"Region","County","District","District Name","Charter Status","Staff_Category","Staff","FTE Count","Total Base Pay","Average Base Pay"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","14.00","1080938","77210"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","161359","161359"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","31.86","2452028","76966"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","626.56","31087670","49616"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","101.02","1708273","16911"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","101.02","1708273","16911"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","324.80","6351077","19554"
"13","GUADALUPE COUNTY","094901","SEGUIN ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","1052.38","39147020","37199"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","7.00","364814","52116"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","42.88","2163677","50464"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","346.14","17742273","51258"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","303.01","15667944","51707"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","54.11","2767698","51150"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","753.13","38706406","51394"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ATHLETIC TRAINER","0.33","16787","50901"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","AUDIOLOGIST","1.00","58136","58136"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","27.00","1757885","65107"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","DEPARTMENT HEAD","3.26","179930","55110"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","1.00","70435","70435"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","14.00","827015","59073"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","8.96","501472","55985"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","2.00","118890","59445"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","1.52","134899","88528"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","47.14","3106604","65904"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","17.78","810573","45587"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SOCIAL WORKER","2.00","105054","52527"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","11.50","740704","64408"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","6.64","418965","63070"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","WORK-BASED LEARNING SITE COOR","0.49","25677","52125"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","144.63","8873026","61350"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","22.00","1574720","71578"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","2.00","240762","120381"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","1.00","100713","100713"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","120381","120381"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","114654","114654"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","15.00","1383695","92246"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","188490","188490"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","43.00","3723415","86591"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","940.76","51302847","54533"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","145.18","2509537","17285"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","145.18","2509537","17285"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","380.18","9109941","23962"
"20","GUADALUPE COUNTY","094902","SCHERTZ-CIBOLO-U CITY ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","1466.13","62922325","42917"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.00","44900","44900"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","7.12","330533","46433"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","42.43","1904048","44873"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","1.12","53123","47300"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","46.75","2109665","45122"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","4.59","192236","41913"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","103.01","4634505","44989"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","4.00","227051","56763"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","2.00","89440","44720"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","1.00","50296","50296"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","0.07","3985","53997"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","2.00","140000","70000"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","53100","53100"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","1.00","52328","52328"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","11.07","616200","55645"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","1.00","54000","54000"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.54","42882","79001"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","71500","71500"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","49500","49500"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","73000","73000"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","4.00","308500","77125"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","109200","109200"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","9.54","708582","74253"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","123.63","5959287","48202"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","23.25","407354","17521"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","23.25","407354","17521"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","53.89","1214133","22529"
"13","GUADALUPE COUNTY","094903","NAVARRO ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","200.77","7580774","37758"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.50","60860","40573"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","5.99","264336","44119"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","38.54","1689390","43839"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","38.33","1753247","45744"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","5.07","246298","48584"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","89.42","4014131","44889"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","1.00","56797","56797"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","2.00","106296","53151"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","1.00","42000","42000"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","1.43","83844","58644"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","0.20","12239","61195"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","49884","49884"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SOCIAL WORKER","1.00","44684","44684"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","7.63","395744","51870"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","1.00","60000","60000"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.38","20502","53811"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","52716","52716"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","0.80","65160","81450"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","3.20","219159","68487"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","REGISTRAR","1.00","19737","19737"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","99275","99275"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","8.38","536549","64020"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","105.43","4946424","46914"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","21.32","309399","14512"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","21.32","309399","14512"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","21.49","475767","22139"
"13","GUADALUPE COUNTY","094904","MARION ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","148.25","5731590","38663"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.50","66980","44653"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","4.00","180690","45173"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","23.33","961384","41199"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","37.11","1560153","42038"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","3.06","138405","45297"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","69.00","2907612","42137"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","3.00","137099","45700"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","0.27","18000","67315"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","48460","48460"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","1.00","54654","54659"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","5.27","258213","49022"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","2.00","121854","60927"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","59308","59308"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","53276","53276"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","3.00","222780","74260"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","109840","109840"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","8.00","567058","70882"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","82.27","3732883","45373"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","19.00","299741","15776"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","19.00","299741","15776"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","29.21","691561","23678"
"17","HALE COUNTY","095901","ABERNATHY ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","130.48","4724185","36207"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","0.53","23287","44087"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","0.58","25639","44373"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","5.24","209812","40023"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.61","26892","44049"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","7.17","304416","42430"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","0.71","31918","44854"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","14.85","621964","41897"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","0.15","6703","43301"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","0.48","11900","24725"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","0.64","18603","29245"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.50","38250","76500"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","1.00","58195","58195"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","0.50","38250","76500"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","2.00","134695","67348"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","17.48","775262","44349"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","3.00","40051","13350"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","3.00","40051","13350"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","10.74","215627","20083"
"17","HALE COUNTY","095902","COTTON CENTER ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","31.22","1030940","33024"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","3.00","111963","37321"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","3.00","123124","41041"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","19.41","764963","39420"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","1.86","71571","38564"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","22.61","813442","35969"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","3.00","138473","46158"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","52.88","2023536","38269"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","3.00","131129","43710"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","1.00","46671","46671"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","20400","20400"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","5.00","198200","39640"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.12","5820","46672"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","55000","55000"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","3.00","179654","59885"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","100837","100837"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","1.00","43861","43861"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","6.12","385172","62888"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","64.00","2606908","40732"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","14.00","192841","13774"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","14.00","192841","13774"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","27.90","589126","21116"
"17","HALE COUNTY","095903","HALE CENTER ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","105.90","3388875","32000"
"17","HALE COUNTY","095904","PETERSBURG ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.59","63549","40064"
"17","HALE COUNTY","095904","PETERSBURG ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","1.18","37683","31913"
"17","HALE COUNTY","095904","PETERSBURG ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN/KINDERGARTEN","0.10","4657","46570"
